auc	precision	recall	fscore_pos	fscore_tot
0.704318936877	0.67	0.57	0.62	0.78
0.84	0.33	0.2	0.25	0.59
0.994565217391	0.57	1.0	0.73	0.85
0.863095238095	1.0	0.62	0.77	0.87
0.795555555556	0.33	0.2	0.25	0.59
0.958333333333	1.0	0.88	0.93	0.96
0.989130434783	1.0	0.5	0.67	0.825
0.97619047619	0.86	0.75	0.8	0.88
0.977272727273	0.75	0.5	0.6	0.78
0.86524822695	0.33	0.33	0.33	0.645
0.9125	0.88	0.7	0.78	0.865
0.869918699187	1.0	0.44	0.62	0.78
0.814393939394	0.6	0.5	0.55	0.745
0.886904761905	0.5	0.62	0.56	0.73
0.948717948718	1.0	0.64	0.78	0.865
0.786666666667	0.33	0.4	0.36	0.64
0.860119047619	0.6	0.38	0.46	0.69
0.948509485095	0.7	0.78	0.74	0.84
0.857142857143	1.0	0.71	0.83	0.905
0.932249322493	0.83	0.56	0.67	0.805
0.991111111111	0.67	0.8	0.73	0.85
0.953929539295	0.6	0.67	0.63	0.77
0.962121212121	0.83	0.83	0.83	0.905
0.96130952381	0.78	0.88	0.82	0.89
0.991869918699	0.88	0.78	0.82	0.89
0.88	0.75	0.6	0.67	0.82
0.840108401084	0.67	0.44	0.53	0.725
0.837209302326	0.5	0.57	0.53	0.725
0.964444444444	0.67	0.8	0.73	0.85
0.994047619048	0.89	1.0	0.94	0.965
0.940217391304	0.6	0.75	0.67	0.82
0.848484848485	0.33	0.17	0.22	0.57
0.955555555556	0.75	0.6	0.67	0.82
0.943262411348	0.5	0.33	0.4	0.685
0.853333333333	0.75	0.6	0.67	0.82
0.87707641196	0.5	0.43	0.46	0.69
0.688888888889	0.14	0.2	0.17	0.53
0.977777777778	0.67	0.8	0.73	0.85
0.986666666667	0.83	1.0	0.91	0.95
0.867424242424	1.0	0.5	0.67	0.82
0.956810631229	0.58	1.0	0.74	0.84
0.939393939394	0.67	0.67	0.67	0.81
0.997023809524	0.88	0.88	0.88	0.93
0.957446808511	0.67	0.67	0.67	0.825
0.91369047619	0.75	0.75	0.75	0.85
0.902222222222	1.0	0.2	0.33	0.645
0.948509485095	0.8	0.44	0.57	0.75
0.90365448505	0.67	0.57	0.62	0.78
0.905303030303	0.75	0.5	0.6	0.78
0.918414918415	0.8	0.73	0.76	0.85
0.856368563686	0.75	0.67	0.71	0.825
0.943089430894	0.86	0.67	0.75	0.85
0.912878787879	1.0	0.5	0.67	0.82
0.83630952381	0.86	0.75	0.8	0.88
0.933333333333	0.67	0.4	0.5	0.73
0.977272727273	0.56	0.83	0.67	0.805
0.994047619048	0.88	0.88	0.88	0.93
0.978723404255	0.5	0.67	0.57	0.77
0.82196969697	0.8	0.67	0.73	0.85
0.950354609929	1.0	0.33	0.5	0.74
0.91847826087	0.67	0.5	0.57	0.77
0.906976744186	0.8	0.57	0.67	0.81
0.966777408638	0.71	0.71	0.71	0.83
0.926910299003	0.5	0.29	0.36	0.64
0.986449864499	0.75	1.0	0.86	0.91
0.943181818182	0.57	0.67	0.62	0.78
0.94696969697	0.6	0.5	0.55	0.745
0.84	0.62	0.5	0.56	0.73
0.875	0.6	0.75	0.67	0.82
0.920454545455	0.75	0.5	0.6	0.78
0.963455149502	0.62	0.71	0.67	0.805
0.875	0.75	0.38	0.5	0.715
0.946428571429	0.62	0.62	0.62	0.775
0.830564784053	0.71	0.71	0.71	0.83
0.947916666667	0.25	0.5	0.33	0.645
0.980066445183	0.75	0.86	0.8	0.88
1.0	1.0	1.0	1.0	1.0
0.92	0.57	0.8	0.67	0.81
0.913279132791	0.67	0.44	0.53	0.725
0.982222222222	0.8	0.8	0.8	0.89
0.681063122924	0.57	0.57	0.57	0.75
0.795454545455	0.29	0.33	0.31	0.605
0.910714285714	0.62	0.62	0.62	0.775
0.997023809524	0.88	0.88	0.88	0.93
0.965034965035	0.88	0.64	0.74	0.84
0.96	0.86	0.6	0.71	0.825
1.0	1.0	0.83	0.91	0.95
0.958333333333	0.8	0.67	0.73	0.85
0.973214285714	1.0	0.75	0.86	0.92
0.983739837398	0.89	0.89	0.89	0.935
0.939393939394	0.75	0.5	0.6	0.78
0.972826086957	1.0	0.5	0.67	0.825
0.940476190476	0.75	0.75	0.75	0.85
0.937777777778	1.0	0.6	0.75	0.865
0.967261904762	0.86	0.75	0.8	0.88
0.835555555556	0.25	0.2	0.22	0.57
0.893333333333	0.43	0.6	0.5	0.715
0.940199335548	0.67	0.57	0.62	0.78
0.983695652174	0.67	0.5	0.57	0.77
0.924242424242	1.0	0.17	0.29	0.62
1.0	1.0	0.78	0.88	0.93
0.964769647696	0.78	0.78	0.78	0.865
0.910299003322	0.62	0.71	0.67	0.805
0.949404761905	0.75	0.75	0.75	0.85
0.910299003322	0.62	0.71	0.67	0.805
0.923588039867	0.75	0.43	0.55	0.745
0.950166112957	0.75	0.43	0.55	0.745
0.859848484848	0.5	0.33	0.4	0.665
0.964539007092	0.0	0.0	0.0	0.48
0.95652173913	0.5	0.5	0.5	0.73
0.982222222222	0.71	1.0	0.83	0.905
0.940476190476	0.8	0.5	0.62	0.78
0.897009966777	0.67	0.29	0.4	0.665
0.943521594684	0.83	0.71	0.77	0.87
0.993355481728	0.75	0.86	0.8	0.88
0.962121212121	0.6	0.5	0.55	0.745
0.973484848485	0.71	0.83	0.77	0.87
0.99	0.89	0.8	0.84	0.9
0.986666666667	0.75	0.6	0.67	0.82
0.826666666667	0.67	0.4	0.5	0.73
0.96130952381	0.8	0.5	0.62	0.78
0.95652173913	0.5	1.0	0.67	0.81
0.897009966777	0.5	0.29	0.36	0.64
0.95652173913	1.0	0.5	0.67	0.825
0.80303030303	0.6	0.5	0.55	0.745
0.823920265781	0.67	0.29	0.4	0.665
0.984848484848	1.0	0.83	0.91	0.95
0.980066445183	0.88	1.0	0.93	0.96
0.973333333333	0.62	1.0	0.77	0.87
0.913043478261	0.75	0.75	0.75	0.865
0.820652173913	0.33	0.5	0.4	0.665
0.92803030303	0.5	0.67	0.57	0.75
0.813008130081	1.0	0.22	0.36	0.64
0.890151515152	0.5	0.67	0.57	0.75
1.0	0.75	1.0	0.86	0.92
0.985815602837	0.75	1.0	0.86	0.925
0.953488372093	0.71	0.71	0.71	0.83
0.916943521595	0.57	0.57	0.57	0.75
0.95652173913	0.6	0.75	0.67	0.82
0.822695035461	0.5	0.33	0.4	0.685
0.9325	0.83	0.5	0.62	0.775
0.926910299003	0.67	0.57	0.62	0.78
0.992907801418	0.6	1.0	0.75	0.865
0.994579945799	0.9	1.0	0.95	0.97
0.910299003322	0.5	0.29	0.36	0.64
0.956639566396	1.0	0.56	0.71	0.83
0.929078014184	0.5	0.67	0.57	0.77
0.994565217391	1.0	0.75	0.86	0.925
0.967261904762	0.71	0.62	0.67	0.805
0.943452380952	0.71	0.62	0.67	0.805
0.925595238095	0.83	0.62	0.71	0.83
0.946666666667	1.0	0.6	0.75	0.865
0.8575	0.88	0.7	0.78	0.865
0.969696969697	0.8	0.67	0.73	0.85
